#
# Sprite sheet data for MonoGame.
#
# To learn how to import these sprites into your MonoGame project visit:
# https://www.codeandweb.com/texturepacker/monogame
#
# Sprite sheet: Enemies.png (496 x 1076)
# $TexturePacker:SmartUpdate:b7a6d96819ca366901f2ea870e913d73:5e1975dc745bc31c5f5cd097dfc4b5fa:b91833d9763b241adb9050e59ab3c8e0$
#

Flair/Electric/Left2;0;367;312;28;44;48;48;0.5;0.4772727272727273
Flair/Electric/Left3;0;357;702;30;44;48;48;0.5333333333333333;0.4772727272727273
Flair/Electric/Right1;0;361;794;28;44;48;48;0.5714285714285714;0.4772727272727273
Flair/Electric/Right2;0;353;390;28;44;48;48;0.5714285714285714;0.4772727272727273
Flair/Electric/Right3;0;357;748;30;44;48;48;0.5333333333333333;0.4772727272727273
Flair/Fire/Left1;0;389;656;28;44;48;48;0.5;0.4772727272727273
Flair/Fire/Left2;0;389;702;28;44;48;48;0.5;0.4772727272727273
Flair/Fire/Left3;0;419;547;30;44;48;48;0.5333333333333333;0.4772727272727273
Flair/Fire/Right1;0;389;748;28;44;48;48;0.5714285714285714;0.4772727272727273
Flair/Fire/Right2;0;391;794;28;44;48;48;0.5714285714285714;0.4772727272727273
Flair/Fire/Right3;0;419;656;30;44;48;48;0.5333333333333333;0.4772727272727273
Flair/Magic/Left1;0;421;794;28;44;48;48;0.5;0.4772727272727273
Flair/Magic/Left2;0;451;656;28;44;48;48;0.5;0.4772727272727273
Flair/Magic/Left3;0;419;702;30;44;48;48;0.5333333333333333;0.4772727272727273
Flair/Magic/Right1;0;451;702;28;44;48;48;0.5714285714285714;0.4772727272727273
Flair/Magic/Right2;0;451;748;28;44;48;48;0.5714285714285714;0.4772727272727273
Flair/Magic/Right3;0;419;748;30;44;48;48;0.5333333333333333;0.4772727272727273
Ghost/Hat/Left;0;173;428;44;48;48;48;0.5227272727272727;0.5
Ghost/Hat/Right;0;219;423;44;48;48;48;0.4772727272727273;0.5
Ghost/Hide/Left;0;191;933;38;47;48;48;0.4473684210526316;0.48936170212765956
Ghost/Hide/Right;0;231;933;38;47;48;48;0.5526315789473685;0.48936170212765956
Ghost/Norm/Left;0;265;423;38;47;48;48;0.4473684210526316;0.48936170212765956
Ghost/Norm/Right;0;273;472;38;47;48;48;0.5526315789473685;0.48936170212765956
Goo/Blue/Dead;0;1;1063;48;11;48;48;0.5;-1.1818181818181819
Goo/Blue/DeadLeft;0;171;828;48;11;48;48;0.5;-1.1818181818181819
Goo/Blue/Down;0;167;525;48;25;48;48;0.5;0.04
Goo/Blue/DownLeft;0;179;602;48;25;48;48;0.5;0.04
Goo/Blue/Up;0;271;820;42;29;48;48;0.5;0.1724137931034483
Goo/Blue/UpLeft;0;395;432;42;29;48;48;0.47619047619047616;0.1724137931034483
Goo/Green/Dead;0;221;828;48;11;48;48;0.5;-1.1818181818181819
Goo/Green/DeadLeft;0;267;316;48;11;48;48;0.5;-1.1818181818181819
Goo/Green/Down;0;317;316;48;25;48;48;0.5;0.04
Goo/Green/DownLeft;0;303;390;48;25;48;48;0.5;0.04
Goo/Green/Up;0;439;432;42;29;48;48;0.5;0.1724137931034483
Goo/Green/UpLeft;0;451;568;42;29;48;48;0.47619047619047616;0.1724137931034483
Goo/Orange/Dead;0;265;807;48;11;48;48;0.5;-1.1818181818181819
Goo/Orange/DeadLeft;0;359;898;48;11;48;48;0.5;-1.1818181818181819
Goo/Orange/Down;0;447;463;48;25;48;48;0.5;0.04
Goo/Orange/DownLeft;0;361;840;48;25;48;48;0.5;0.04
Goo/Orange/Up;0;359;867;42;29;48;48;0.5;0.1724137931034483
Goo/Orange/UpLeft;0;403;867;42;29;48;48;0.47619047619047616;0.1724137931034483
Lich/Left1;0;1;647;60;93;96;96;0.48333333333333334;0.4838709677419355
Lich/Left2;0;73;560;54;91;96;96;0.5;0.4725274725274725
Lich/Left3;0;1;465;70;89;96;96;0.4714285714285714;0.4606741573033708
Lich/Right1;0;1;742;60;93;96;96;0.5166666666666667;0.4838709677419355
Lich/Right2;0;63;653;54;91;96;96;0.5;0.4725274725274725
Lich/Right3;0;1;556;70;89;96;96;0.5285714285714286;0.4606741573033708
Liz/Left1;0;191;89;82;47;96;48;0.5;0.48936170212765956
Liz/Left2;0;1;1013;82;48;96;48;0.5;0.5
Liz/Left3;0;275;89;82;47;96;48;0.5;0.48936170212765956
Liz/Right1;0;359;89;82;47;96;48;0.5;0.48936170212765956
Liz/Right2;0;99;95;82;48;96;48;0.5;0.5
Liz/Right3;0;265;217;82;47;96;48;0.5;0.48936170212765956
Moosh/Brown/Left1;0;453;835;32;35;48;48;0.46875;0.3142857142857143
Moosh/Brown/Left2;0;373;617;32;37;48;48;0.46875;0.35135135135135137
Moosh/Brown/Left3;0;451;794;32;39;48;48;0.46875;0.38461538461538464
Moosh/Brown/Right1;0;366;993;32;35;48;48;0.46875;0.3142857142857143
Moosh/Brown/Right2;0;407;617;32;37;48;48;0.46875;0.35135135135135137
Moosh/Brown/Right3;0;357;911;32;39;48;48;0.46875;0.38461538461538464
Moosh/Purple/Left1;0;400;993;32;35;48;48;0.46875;0.3142857142857143
Moosh/Purple/Left2;0;441;617;32;37;48;48;0.46875;0.35135135135135137
Moosh/Purple/Left3;0;391;911;32;39;48;48;0.46875;0.38461538461538464
Moosh/Purple/Right1;0;463;977;32;35;48;48;0.46875;0.3142857142857143
Moosh/Purple/Right2;0;429;1030;32;37;48;48;0.46875;0.35135135135135137
Moosh/Purple/Right3;0;366;952;32;39;48;48;0.46875;0.38461538461538464
Moosh/White/Left1;0;463;1014;32;35;48;48;0.46875;0.3142857142857143
Moosh/White/Left2;0;463;899;32;37;48;48;0.46875;0.35135135135135137
Moosh/White/Left3;0;400;952;32;39;48;48;0.46875;0.38461538461538464
Moosh/White/Right1;0;425;899;32;35;48;48;0.46875;0.3142857142857143
Moosh/White/Right2;0;463;938;32;37;48;48;0.46875;0.35135135135135137
Moosh/White/Right3;0;395;1030;32;39;48;48;0.46875;0.38461538461538464
Octo/Left1;0;308;343;47;45;48;48;0.5106382978723404;0.4666666666666667
Octo/Left2;0;167;679;48;47;48;48;0.5;0.48936170212765956
Octo/Left3;0;223;473;48;48;48;48;0.5;0.5
Octo/Right1;0;397;342;48;45;48;48;0.5;0.4666666666666667
Octo/Right2;0;167;841;48;47;48;48;0.5;0.48936170212765956
Octo/Right3;0;179;552;48;48;48;48;0.5;0.5
Poke/Left1;0;69;825;48;91;48;96;0.5;0.4725274725274725
Poke/Left2;0;73;465;46;93;48;96;0.5;0.4838709677419355
Poke/Left3;0;119;653;46;91;48;96;0.5;0.4725274725274725
Poke/Right1;0;69;918;48;91;48;96;0.5;0.4725274725274725
Poke/Right2;0;123;746;46;93;48;96;0.5;0.4838709677419355
Poke/Right3;0;119;841;46;91;48;96;0.5;0.4725274725274725
Saw/Large;0;1;193;90;90;96;96;0.5;0.5
Saw/Lethal;0;305;417;46;46;48;48;0.5;0.5
Saw/LethalLarge;0;1;285;90;90;96;96;0.5;0.5
Saw/Small;0;325;563;46;46;48;48;0.5;0.5
Shroom/Black/Left1;0;279;619;44;45;48;48;0.4772727272727273;0.4666666666666667
Shroom/Black/Left2;0;217;841;44;47;48;48;0.4772727272727273;0.48936170212765956
Shroom/Black/Left3;0;229;523;44;48;48;48;0.4772727272727273;0.5
Shroom/Black/Right1;0;265;760;44;45;48;48;0.4772727272727273;0.4666666666666667
Shroom/Black/Right2;0;257;374;44;47;48;48;0.4772727272727273;0.48936170212765956
Shroom/Black/Right3;0;171;728;44;48;48;48;0.4772727272727273;0.5
Shroom/Purple/Left1;0;311;666;44;45;48;48;0.4772727272727273;0.4666666666666667
Shroom/Purple/Left2;0;275;521;44;47;48;48;0.4772727272727273;0.48936170212765956
Shroom/Purple/Left3;0;171;778;44;48;48;48;0.4772727272727273;0.5
Shroom/Purple/Right1;0;311;713;44;45;48;48;0.4772727272727273;0.4666666666666667
Shroom/Purple/Right2;0;279;570;44;47;48;48;0.4772727272727273;0.48936170212765956
Shroom/Purple/Right3;0;217;629;44;48;48;48;0.4772727272727273;0.5
Shroom/Red/Left1;0;311;760;44;45;48;48;0.4772727272727273;0.4666666666666667
Shroom/Red/Left2;0;313;465;44;47;48;48;0.4772727272727273;0.48936170212765956
Shroom/Red/Left3;0;217;679;44;48;48;48;0.4772727272727273;0.5
Shroom/Red/Right1;0;315;807;44;45;48;48;0.4772727272727273;0.4666666666666667
Shroom/Red/Right2;0;321;514;44;47;48;48;0.4772727272727273;0.48936170212765956
Shroom/Red/Right3;0;217;729;44;48;48;48;0.4772727272727273;0.5
Slammer/Standard;0;1;1;96;96;96;96;0.5;0.5
Snail/Left1;0;167;890;46;41;48;48;0.5;0.4146341463414634
Snail/Left2;0;263;851;46;43;48;48;0.5;0.4418604651162791
Snail/Left3;0;263;666;46;45;48;48;0.5;0.4666666666666667
Snail/Right1;0;215;890;46;41;48;48;0.5;0.4146341463414634
Snail/Right2;0;311;854;46;43;48;48;0.5;0.4418604651162791
Snail/Right3;0;263;713;46;45;48;48;0.5;0.4666666666666667
Snek/Left1;0;309;899;46;41;48;48;0.5;0.4146341463414634
Snek/Left2;0;288;985;44;41;48;48;0.5227272727272727;0.4146341463414634
Snek/Left3;0;383;389;42;41;48;48;0.5476190476190477;0.4146341463414634
Snek/Right1;0;309;942;46;41;48;48;0.5;0.4146341463414634
Snek/Right2;0;281;1028;44;41;48;48;0.4772727272727273;0.4146341463414634
Snek/Right3;0;427;389;42;41;48;48;0.4523809523809524;0.4146341463414634
Thrash/Fall;0;93;221;66;70;96;96;0.4696969696969697;0.4142857142857143
Thrash/FallLeft;0;93;293;66;70;96;96;0.4696969696969697;0.4142857142857143
Thrash/Jump;0;1;837;66;86;96;96;0.4696969696969697;0.47674418604651164
Thrash/JumpLeft;0;1;925;66;86;96;96;0.4696969696969697;0.47674418604651164
Thrash/Run;0;119;934;70;74;96;96;0.5;0.3918918918918919
Thrash/RunLeft;0;93;145;70;74;96;96;0.44285714285714284;0.3918918918918919
Thrash/Stand;0;121;441;50;77;96;96;0.54;0.37662337662337664
Thrash/StandLeft;0;165;145;50;77;96;96;0.38;0.37662337662337664
Thrash/StandRun;0;63;746;58;77;96;96;0.603448275862069;0.37662337662337664
Thrash/StandRunLeft;0;281;138;58;77;96;96;0.3275862068965517;0.37662337662337664
Thrash/Turn;0;341;138;54;77;96;96;0.5740740740740741;0.37662337662337664
Thrash/TurnLeft;0;161;224;54;77;96;96;0.35185185185185186;0.37662337662337664
Thrash/Walk;0;97;365;62;74;96;96;0.43548387096774194;0.3918918918918919
Thrash/WalkLeft;0;217;138;62;74;96;96;0.5;0.3918918918918919
Turtle/Down;0;367;506;42;39;48;48;0.5;0.38461538461538464
Turtle/DownLeft;0;411;506;42;39;48;48;0.5;0.38461538461538464
Turtle/Up;0;359;463;42;41;48;48;0.5;0.4146341463414634
Turtle/UpLeft;0;403;463;42;41;48;48;0.5;0.4146341463414634
Vin/Center;0;167;629;48;48;48;48;0.5;0.5
Vin/Left;0;181;1027;48;47;48;48;0.5;0.48936170212765956
Vin/Right;0;231;1027;48;47;48;48;0.5;0.48936170212765956
Wurm/Left1;0;373;547;44;33;48;48;0.5227272727272727;0.2727272727272727
Wurm/Left2;0;121;520;44;35;48;48;0.5227272727272727;0.3142857142857143
Wurm/Left3;0;455;490;40;37;48;48;0.575;0.35135135135135137
Wurm/Right1;0;373;582;44;33;48;48;0.5227272727272727;0.2727272727272727
Wurm/Right2;0;263;896;44;35;48;48;0.5227272727272727;0.3142857142857143
Wurm/Right3;0;455;529;40;37;48;48;0.475;0.35135135135135137
